timestamp,currency,count,max_limit,status
2025-11-17 08:30:00,XAU,0,1,AVAILABLE
2025-11-17 08:30:00,EUR,0,1,AVAILABLE
2025-11-17 08:30:00,USD,0,1,AVAILABLE
2025-11-17 08:30:00,JPY,0,1,AVAILABLE
2025-11-17 08:30:00,CHF,0,1,AVAILABLE
2025-11-17 08:30:00,NZD,0,1,AVAILABLE
2025-11-17 08:30:00,CAD,0,1,AVAILABLE
2025-11-17 08:30:00,GBP,0,1,AVAILABLE
2025-11-17 08:30:00,AUD,0,1,AVAILABLE
2025-11-17 08:30:00,BTC,0,1,AVAILABLE
