timestamp,pair,count,max_limit,status
2025-11-17 08:37:53,EURUSD,1,1,AT_LIMIT
2025-11-17 08:37:53,EURGBP,0,1,AVAILABLE
2025-11-17 08:37:53,GBPUSD,0,1,AVAILABLE
2025-11-17 08:37:53,USDJPY,0,1,AVAILABLE
2025-11-17 08:37:53,EURJPY,0,1,AVAILABLE
2025-11-17 08:37:53,GBPJPY,0,1,AVAILABLE
2025-11-17 08:37:53,AUDJPY,0,1,AVAILABLE
2025-11-17 08:37:53,CADJPY,0,1,AVAILABLE
2025-11-17 08:37:53,EURCHF,0,1,AVAILABLE
2025-11-17 08:37:53,EURNZD,0,1,AVAILABLE
2025-11-17 08:37:53,NZDCHF,0,1,AVAILABLE
2025-11-17 08:37:53,GBPAUD,0,1,AVAILABLE
2025-11-17 08:37:53,AUDCAD,0,1,AVAILABLE
2025-11-17 08:37:53,USDCHF,0,1,AVAILABLE
2025-11-17 08:37:53,GBPCHF,0,1,AVAILABLE
2025-11-17 08:37:53,XAUUSD,0,1,AVAILABLE
2025-11-17 08:37:53,AUDUSD,0,1,AVAILABLE
2025-11-17 08:37:53,AUDCHF,0,1,AVAILABLE
2025-11-17 08:37:53,AUDNZD,0,1,AVAILABLE
2025-11-17 08:37:53,CADCHF,0,1,AVAILABLE
2025-11-17 08:37:53,EURAUD,0,1,AVAILABLE
2025-11-17 08:37:53,EURCAD,0,1,AVAILABLE
2025-11-17 08:37:53,GBPCAD,0,1,AVAILABLE
2025-11-17 08:37:53,GBPNZD,0,1,AVAILABLE
2025-11-17 08:37:53,NZDCAD,0,1,AVAILABLE
2025-11-17 08:37:53,NZDJPY,0,1,AVAILABLE
2025-11-17 08:37:53,NZDUSD,0,1,AVAILABLE
2025-11-17 08:37:53,USDCAD,0,1,AVAILABLE
2025-11-17 08:37:53,CHFJPY,0,1,AVAILABLE
2025-11-17 08:37:53,BITCOIN,0,1,AVAILABLE
