timestamp,currency,count,max_limit,status
2025-11-09 16:30:50,XAU,0,,AVAILABLE
2025-11-09 16:30:50,EUR,0,,AVAILABLE
2025-11-09 16:30:50,USD,0,,AVAILABLE
2025-11-09 16:30:50,JPY,0,,AVAILABLE
2025-11-09 16:30:50,CHF,0,,AVAILABLE
2025-11-09 16:30:50,NZD,0,,AVAILABLE
2025-11-09 16:30:50,CAD,0,,AVAILABLE
2025-11-09 16:30:50,GBP,0,,AVAILABLE
2025-11-09 16:30:50,AUD,0,,AVAILABLE
2025-11-09 16:30:50,BTC,1,,ACTIVE
