timestamp,tid,client_id,symbol,action,volume,tp,sl,comment,status,created_at,updated_at,nid,ticket
2025-11-13 16:42:58,TID_2_1,1,EURGBP,SELL,0.73,500.0,250.0,News:NID_2_(United Kingdom) S&P,queued,2025-11-13T21:42:53+00:00,2025-11-13T21:42:53+00:00,2,
2025-11-13 16:42:58,TID_2_2,1,GBPUSD,BUY,0.96,1000.0,500.0,News:NID_2_(United Kingdom) S&P,queued,2025-11-13T21:42:53+00:00,2025-11-13T21:42:53+00:00,2,
2025-11-13 16:42:58,TID_2_3,1,GBPJPY,BUY,0.62,1200.0,600.0,News:NID_2_(United Kingdom) S&P,queued,2025-11-13T21:42:53+00:00,2025-11-13T21:42:53+00:00,2,
2025-11-13 16:42:58,TID_2_4,1,GBPAUD,BUY,0.73,1000.0,500.0,News:NID_2_(United Kingdom) S&P,queued,2025-11-13T21:42:53+00:00,2025-11-13T21:42:53+00:00,2,
