timestamp,currency,count,max_limit,status
2025-11-17 08:41:33,XAU,0,1,AVAILABLE
2025-11-17 08:41:33,EUR,1,1,AT_LIMIT
2025-11-17 08:41:33,USD,1,1,AT_LIMIT
2025-11-17 08:41:33,JPY,0,1,AVAILABLE
2025-11-17 08:41:33,CHF,0,1,AVAILABLE
2025-11-17 08:41:33,NZD,0,1,AVAILABLE
2025-11-17 08:41:33,CAD,0,1,AVAILABLE
2025-11-17 08:41:33,GBP,0,1,AVAILABLE
2025-11-17 08:41:33,AUD,0,1,AVAILABLE
2025-11-17 08:41:33,BTC,0,1,AVAILABLE
